376,377,376,377,ID,STATION,Station_Longitude,Station_Latitude,dENTRIES
"9212	","9302	",9212,9302,455,1 Ave & E 44 St,-73.9691,40.75,80
"3750	","4869	",3750,4869,462,W 22 St & 10 Ave,-74.0045,40.7469,-90
"7397	","7425	",7397,7425,469,Broadway & W 53 St,-73.9827,40.7634,-1119
"8505	","8215	",8505,8215,476,E 31 St & 3 Ave,-73.9797,40.7439,-28
"15200	","16324	",15200,16324,483,E 12 St & 3 Ave,-73.9889,40.7322,290
"17578	","16433	",17578,16433,490,8 Ave & W 33 St,-73.9939,40.7516,-1124
"10674	","10497	",10674,10497,497,E 17 St & Broadway,-73.9901,40.737,1145
"7702	","9379	",7702,9379,504,1 Ave & E 15 St,-73.9817,40.7322,177
"9307	","9351	",9307,9351,511,E 14 St & Avenue B,-73.9777,40.7294,-1677
"3427	","3446	",3427,3446,518,E 39 St & 2 Ave,-73.9734,40.7478,-44
"4029	","3800	",4029,3800,525,W 34 St & 11 Ave,-74.0021,40.7559,-19
"3271	","3032	",3271,3032,532,S 5 Pl & S 4 St,-73.9609,40.7105,229
"8868	","8789	",8868,8789,539,Metropolitan Ave & Bedford Ave,-73.9602,40.7153,239
"4970	","4911	",4970,4911,546,E 30 St & Park Ave S,-73.983,40.7444,79
"4092	","4050	",4092,4050,72,W 52 St & 11 Ave,-73.9939,40.7673,59
"808	","858	",808,858,79,Franklin St & W Broadway,-74.0067,40.7191,42
"11238	","11159	",11238,11159,120,Lexington Ave & Classon Ave,-73.9593,40.6868,-50
"5123	","4987	",5123,4987,127,Barrow St & Hudson St,-74.0067,40.7317,79
"723	","723	",723,723,2004,6 Ave & Broome St,-74.0047,40.7244,136
"5634	","5315	",5634,5315,218,Gallatin Pl & Livingston St,-73.9871,40.6903,0
"1258	","1286	",1258,1286,225,W 14 St & The High Line,-74.008,40.742,319
"1857	","2141	",1857,2141,232,Cadman Plaza E & Tillary St,-73.9901,40.696,-28
"2786	","2797	",2786,2797,239,Willoughby St & Fleet St,-73.9813,40.692,-284
"2362	","2141	",2362,2141,253,W 13 St & 5 Ave,-73.9945,40.7354,-11
"4218	","4928	",4218,4928,260,Broad St & Bridge St,-74.0117,40.7037,221
"1551	","1407	",1551,1407,267,Broadway & W 36 St,-73.9877,40.751,-710
"8437	","8527	",8437,8527,274,Lafayette Ave & Fort Greene Pl,-73.9767,40.6869,144
"3783	","3930	",3783,3930,281,Grand Army Plaza & Central Park S,-73.9737,40.7644,-90
"2985	","2994	",2985,2994,295,Pike St & E Broadway,-73.9929,40.7141,-147
"3970	","3718	",3970,3718,302,Avenue D & E 3 St,-73.9779,40.7208,-9
"3925	","4017	",3925,4017,309,Murray St & West St,-74.013,40.715,252
"2700	","2516	",2700,2516,316,Fulton St & William St,-74.0065,40.7096,-92
"3961	","3937	",3961,3937,323,Lawrence St & Willoughby St,-73.9863,40.6924,184
"3185	","2796	",3185,2796,330,Reade St & Broadway,-74.0056,40.7145,24
"1011	","987	",1011,987,337,Old Slip & Front St,-74.0084,40.7038,389
"3423	","3292	",3423,3292,344,Monroe St & Bedford Ave,-73.9538,40.6851,24
"12034	","11592	",12034,11592,351,Front St & Maiden Ln,-74.0061,40.7053,131
"1452	","1400	",1452,1400,358,Christopher St & Greenwich St,-74.0071,40.7329,442
"502	","472	",502,472,365,Fulton St & Grand Ave,-73.9615,40.6822,52
"13196	","12964	",13196,12964,372,Franklin Ave & Myrtle Ave,-73.9581,40.6945,30
"4025	","4034	",4025,4034,379,W 31 St & 7 Ave,-73.9916,40.7492,232
"3887	","3912	",3887,3912,386,Centre St & Worth St,-74.0023,40.7149,-9
"1220	","1322	",1220,1322,393,E 5 St & Avenue C,-73.98,40.723,-25
"873	","1061	",873,1061,400,Pitt St & Stanton St,-73.9818,40.7193,-102
"2382	","2138	",2382,2138,407,Henry St & Poplar St,-73.9915,40.7005,-188
"1002	","1073	",1002,1073,414,Pearl St & Anchorage Pl,-73.9877,40.7028,244
"7216	","7068	",7216,7068,421,Clermont Ave & Park Ave,-73.9713,40.6957,-71
"17031	","17090	",17031,17090,428,E 3 St & 1 Ave,-73.9878,40.7247,148
"9250	","9702	",9250,9702,435,W 21 St & 6 Ave,-73.9942,40.7417,-59
"4062	","4930	",4062,4930,442,W 27 St & 7 Ave,-73.9939,40.7466,-452
"3606	","3681	",3606,3681,449,W 52 St & 9 Ave,-73.9879,40.7646,-868
"8750	","8391	",8750,8391,456,E 53 St & Madison Ave,-73.974,40.7597,-75
"6864	","6558	",6864,6558,463,9 Ave & W 16 St,-74.0044,40.7421,359
"15913	","13762	",15913,13762,470,W 20 St & 8 Ave,-74,40.7435,306
"7014	","7001	",7014,7001,477,W 41 St & 8 Ave,-73.99,40.7564,2151
"8988	","8107	",8988,8107,484,W 44 St & 5 Ave,-73.9801,40.755,13
"6938	","7590	",6938,7590,491,E 24 St & Park Ave S,-73.986,40.741,881
"8560	","9303	",8560,9303,498,Broadway & W 32 St,-73.9881,40.7485,-652
"5818	","5806	",5818,5806,505,6 Ave & W 33 St,-73.9885,40.749,-743
"17515	","18141	",17515,18141,512,W 29 St & 9 Ave,-73.9984,40.7501,12
"6778	","7050	",6778,7050,519,Pershing Square North,-73.9777,40.7519,-626
"5623	","6253	",5623,6253,526,E 33 St & 5 Ave,-73.9849,40.7477,-272
"1110	","1065	",1110,1065,533,Broadway & W 39 St,-73.9872,40.753,-630
"10706	","9931	",10706,9931,540,Lexington Ave & E 26 St,-73.9832,40.7415,45
"209	","201	",209,201,128,MacDougal St & Prince St,-74.003,40.7271,775
"6141	","6093	",6141,6093,2005,Railroad Ave & Kay Ave,-73.971,40.7053,8
"3128	","3159	",3128,3159,2012,E 27 St & 1 Ave,-73.9768,40.7394,48
"1797	","1926	",1797,1926,212,W 16 St & The High Line,-74.0068,40.7433,-31
"4612	","4545	",4612,4545,233,Joralemon St & Adams St,-73.9896,40.6925,-129
"3994	","4138	",3994,4138,247,Perry St & Bleecker St,-74.0048,40.7354,67
"2019	","1999	",2019,1999,254,W 11 St & 6 Ave,-73.998,40.7353,-144
"5450	","5255	",5450,5255,261,Johnson St & Gold St,-73.9836,40.6947,20
"1036	","1103	",1036,1103,268,Howard St & Centre St,-73.9997,40.7191,195
"1179	","1186	",1179,1186,275,Washington Ave & Greene Ave,-73.9656,40.6865,-67
"404	","488	",404,488,282,Kent Ave & S 11 St,-73.9683,40.7083,-7
"4435	","4259	",4435,4259,289,Monroe St & Classon Ave,-73.9588,40.6846,-84
"5199	","4522	",5199,4522,296,Division St & Bowery,-73.997,40.7141,176
"3106	","2887	",3106,2887,303,Mercer St & Spring St,-73.9995,40.7236,677
"6720	","6258	",6720,6258,310,State St & Smith St,-73.9891,40.6893,219
"4492	","2584	",4492,2584,317,E 6 St & Avenue B,-73.9819,40.7245,462
"2240	","2249	",2240,2249,324,DeKalb Ave & Hudson Ave,-73.981,40.6899,1908
"7976	","7810	",7976,7810,331,Pike St & Monroe St,-73.9919,40.7117,-9
"6623	","6476	",6623,6476,345,W 13 St & 6 Ave,-73.997,40.7365,166
"7315	","7449	",7315,7449,352,W 56 St & 6 Ave,-73.9772,40.7634,147
"2614	","2843	",2614,2843,359,E 47 St & Park Ave,-73.975,40.7551,-134
"1048	","998	",1048,998,366,Clinton Ave & Myrtle Ave,-73.9689,40.6933,-229
"7843	","8151	",7843,8151,373,Willoughby Ave & Walworth St,-73.9538,40.6933,50
"9086	","9094	",9086,9094,380,W 4 St & 7 Ave S,-74.0029,40.734,-308
"5757	","5569	",5757,5569,387,Centre St & Chambers St,-74.0046,40.7127,-8
"7217	","7302	",7217,7302,394,E 9 St & Avenue C,-73.9777,40.7252,188
"2248	","2176	",2248,2176,401,Allen St & Rivington St,-73.99,40.7202,-85
"4697	","3665	",4697,3665,408,Market St & Cherry St,-73.994,40.7108,72
"3581	","3588	",3581,3588,415,Pearl St & Hanover Square,-74.0093,40.7047,1032
"364	","464	",364,464,422,W 59 St & 10 Ave,-73.988,40.7705,-7
"357	","390	",357,390,436,Hancock St & Bedford Ave,-73.954,40.6822,-100
"2094	","3175	",2094,3175,443,Bedford Ave & S 9th St,-73.9641,40.7085,-33
"7319	","7661	",7319,7661,450,W 49 St & 8 Ave,-73.9879,40.7623,-1081
"3468	","3232	",3468,3232,457,Broadway & W 58 St,-73.9817,40.767,-342
"1757	","1641	",1757,1641,464,E 56 St & 3 Ave,-73.9676,40.7593,236
"7467	","7249	",7467,7249,471,Grand St & Havemeyer St,-73.957,40.7129,116
"4455	","4737	",4455,4737,478,11 Ave & W 41 St,-73.9988,40.7603,218
"13514	","9345	",13514,9345,485,W 37 St & 5 Ave,-73.9834,40.7504,-282
"11159	","11136	",11159,11136,492,W 33 St & 7 Ave,-73.9909,40.7502,4169
"4442	","4525	",4442,4525,499,Broadway & W 60 St,-73.9819,40.7692,23
"5237	","4465	",5237,4465,513,W 56 St & 10 Ave,-73.9886,40.7683,-83
"8764	","8954	",8764,8954,520,W 52 St & 5 Ave,-73.9765,40.7599,772
"2947	","2811	",2947,2811,527,E 33 St & 2 Ave,-73.9761,40.744,-190
"1698	","1804	",1698,1804,534,Water - Whitehall Plaza,-74.0127,40.7026,136
"3880	","4050	",3880,4050,143,Clinton St & Joralemon St,-73.9934,40.6924,-106
"2421	","2283	",2421,2283,150,E 2 St & Avenue C,-73.9809,40.7209,-170
"4552	","4716	",4552,4716,157,Henry St & Atlantic Ave,-73.9961,40.6909,138
"7125	","6915	",7125,6915,164,E 47 St & 2 Ave,-73.9703,40.7532,-164
"1219	","1488	",1219,1488,2006,Central Park S & 6 Ave,-73.9763,40.7659,210
"1646	","1710	",1646,1710,241,DeKalb Ave & S Portland Ave,-73.9749,40.6898,-269
"2	","3	",2,3,248,Laight St & Hudson St,-74.0077,40.7219,-64
"949	","1424	",949,1424,255,NYCBS Depot - SSP,-74.0165,40.6468,-1
"3398	","3459	",3398,3459,262,Washington Park,-73.9737,40.6918,-475
"4648	","4721	",4648,4721,276,Duane St & Greenwich St,-74.0105,40.7175,-61
"7792	","7607	",7792,7607,290,2 Ave & E 58 St,-73.9648,40.7602,-73
"5414	","5220	",5414,5220,297,E 15 St & 3 Ave,-73.9869,40.7342,185
"4356	","4006	",4356,4006,304,Broadway & Battery Pl,-74.0136,40.7046,194
"11455	","11077	",11455,11077,311,Norfolk St & Broome St,-73.988,40.7172,350
"4681	","5404	",4681,5404,318,E 43 St & Vanderbilt Ave,-73.978,40.7532,378
"2480	","2450	",2480,2450,325,E 19 St & 3 Ave,-73.9847,40.7362,-723
"1139	","1165	",1139,1165,332,Cherry St,-73.9795,40.7122,30
"5751	","5543	",5751,5543,339,Avenue D & E 12 St,-73.9742,40.7258,-26
"1041	","1075	",1041,1075,346,Bank St & Hudson St,-74.0062,40.7365,208
"3487	","3534	",3487,3534,353,S Portland Ave & Hanson Pl,-73.9743,40.6854,-34
"3580	","3732	",3580,3732,360,William St & Pine St,-74.0089,40.7072,-47
"6609	","6638	",6609,6638,367,E 53 St & Lexington Ave,-73.9707,40.7583,-152
"1846	","1840	",1846,1840,388,W 26 St & 10 Ave,-74.003,40.7497,-29
"13373	","13340	",13373,13340,395,Bond St & Schermerhorn St,-73.9841,40.6881,6
"680	","704	",680,704,402,Broadway & E 22 St,-73.9896,40.7403,33
"1437	","1536	",1437,1536,409,DeKalb Ave & Skillman St,-73.9564,40.6906,-24
"2992	","3213	",2992,3213,416,Cumberland St & Lafayette Ave,-73.9727,40.6875,-99
"3770	","3487	",3770,3487,423,W 54 St & 9 Ave,-73.9869,40.7658,-221
"906	","928	",906,928,430,York St & Jay St,-73.9866,40.7015,283
"11470	","11277	",11470,11277,437,Macon St & Nostrand Ave,-73.95,40.681,-22
"8464	","8152	",8464,8152,444,Broadway & W 24 St,-73.9892,40.7424,193
"6860	","8505	",6860,8505,458,11 Ave & W 27 St,-74.0052,40.7514,312
"9612	","9949	",9612,9949,465,Broadway & W 41 St,-73.9866,40.7551,-1645
"7484	","7445	",7484,7445,472,E 32 St & Park Ave,-73.9819,40.7457,-337
"7837	","7898	",7837,7898,479,9 Ave & W 45 St,-73.9913,40.7602,39
"3964	","4216	",3964,4216,486,Broadway & W 29 St,-73.9886,40.7462,-61
"5998	","7426	",5998,7426,493,W 45 St & 6 Ave,-73.9829,40.7568,-252
"7681	","7828	",7681,7828,500,Broadway & W 51 St,-73.9834,40.7623,-1428
"8275	","7737	",8275,7737,507,E 25 St & 2 Ave,-73.9797,40.7391,-147
"15646	","20060	",15646,20060,514,12 Ave & W 40 St,-74.0028,40.7609,538
"7941	","7973	",7941,7973,521,8 Ave & W 31 St,-73.9948,40.7504,-4414
"1912	","1938	",1912,1938,528,2 Ave & E 31 St,-73.9771,40.7429,-32
"9893	","9794	",9893,9794,82,St James Pl & Pearl St,-74.0002,40.7112,-26
"4170	","3731	",4170,3731,116,W 17 St & 8 Ave,-74.0015,40.7418,99
"711	","745	",711,745,137,E 56 St & Madison Ave,-73.9729,40.7616,439
"11855	","12049	",11855,12049,144,Nassau St & Navy St,-73.9807,40.6984,-34
"3190	","2693	",3190,2693,151,Cleveland Pl & Spring St,-73.9972,40.7218,-194
"5282	","6200	",5282,6200,2000,Front St & Washington St,-73.9894,40.7026,497
"4709	","4643	",4709,4643,2021,W 45 St & 8 Ave,-73.9886,40.7593,-918
"1465	","1263	",1465,1263,228,E 48 St & 3 Ave,-73.9719,40.7546,66
"2804	","2813	",2804,2813,242,Flushing Ave & Carlton Ave,-73.9735,40.6979,202
"6029	","6184	",6029,6184,249,Harrison St & Hudson St,-74.009,40.7187,-9
"2498	","2549	",2498,2549,263,Elizabeth St & Hester St,-73.9964,40.7173,-155
"13482	","13192	",13482,13192,270,Adelphi St & Myrtle Ave,-73.9718,40.6931,-51
"2747	","2776	",2747,2776,284,Greenwich Ave & 8 Ave,-74.0026,40.739,290
"689	","715	",689,715,291,Madison St & Montgomery St,-73.9848,40.7131,-29
"7547	","7303	",7547,7303,298,3 Ave & Schermerhorn St,-73.9797,40.6868,-26
"7123	","7094	",7123,7094,305,E 58 St & 3 Ave,-73.9672,40.761,244
"6976	","6971	",6976,6971,312,Allen St & E Houston St,-73.9891,40.7221,29
"3169	","3068	",3169,3068,326,E 11 St & 1 Ave,-73.9843,40.7295,5
"4492	","4256	",4492,4256,340,Madison St & Clinton St,-73.9878,40.7127,101
"1136	","1152	",1136,1152,347,W Houston St & Hudson St,-74.0075,40.7287,236
"6099	","6208	",6099,6208,354,Emerson Pl & Myrtle Ave,-73.9622,40.6936,-16
"11637	","11399	",11637,11399,361,Allen St & Hester St,-73.9919,40.7161,-109
"9758	","9360	",9758,9360,368,Carmine St & 6 Ave,-74.0021,40.7304,238
"12495	","11415	",12495,11415,375,Mercer St & Bleecker St,-73.997,40.7268,398
"1226	","1305	",1226,1305,382,University Pl & E 14 St,-73.992,40.7349,1080
"1036	","998	",1036,998,389,Broadway & Berry St,-73.9653,40.7104,-79
"6060	","5867	",6060,5867,396,Lefferts Pl & Franklin Ave,-73.9558,40.6803,38
"7098	","6753	",7098,6753,403,E 2 St & 2 Ave,-73.9907,40.725,193
"10781	","10527	",10781,10527,410,Suffolk St & Stanton St,-73.9852,40.7207,345
"548	","541	",548,541,417,Barclay St & Church St,-74.0102,40.7129,254
"6379	","6307	",6379,6307,431,Hanover Pl & Livingston St,-73.9826,40.6886,7
"8796	","9628	",8796,9628,438,St Marks Pl & 1 Ave,-73.9856,40.7278,72
"12479	","11570	",12479,11570,445,E 10 St & Avenue A,-73.9814,40.7274,-832
"8134	","8031	",8134,8031,459,W 20 St & 11 Ave,-74.0078,40.7467,909
"3882	","3964	",3882,3964,466,W 25 St & 6 Ave,-73.9914,40.744,103
"5290	","4966	",5290,4966,473,Rivington St & Chrystie St,-73.9919,40.7211,-82
"6654	","6063	",6654,6063,480,W 53 St & 10 Ave,-73.9906,40.7667,324
"9395	","9112	",9395,9112,487,E 20 St & FDR Drive,-73.9757,40.7331,591
"4993	","5052	",4993,5052,494,W 26 St & 8 Ave,-73.9972,40.7473,283
"1833	","1791	",1833,1791,501,FDR Drive & E 35 St,-73.9712,40.7442,-59
"8000	","7237	",8000,7237,508,W 46 St & 11 Ave,-73.9967,40.7634,42
"4284	","4354	",4284,4354,515,W 43 St & 10 Ave,-73.9946,40.7601,763
"9439	","11929	",9439,11929,522,E 51 St & Lexington Ave,-73.9721,40.7571,-70
"7257	","7124	",7257,7124,529,W 42 St & 8 Ave,-73.991,40.7576,-2490
"1772	","1695	",1772,1695,536,1 Ave & E 30 St,-73.9754,40.7414,133
"3661	","3658	",3661,3658,83,Atlantic Ave & Fort Greene Pl,-73.9763,40.6838,77
"6160	","6457	",6160,6457,152,Warren St & Church St,-74.0091,40.7147,3
"346	","258	",346,258,173,Broadway & W 49 St,-73.9844,40.7606,-297
"4748	","4651	",4748,4651,2001,Sands St & Navy St,-73.9799,40.6998,88
"2248	","2928	",2248,2928,2008,Little West St & 1 Pl,-74.0168,40.7057,97
"4542	","4087	",4542,4087,2022,E 59 St & Sutton Pl,-73.9592,40.7585,-680
"8085	","8750	",8085,8750,229,Great Jones St,-73.9938,40.7274,455
"1698	","1371	",1698,1371,236,St Marks Pl & 2 Ave,-73.9871,40.7284,-665
"11776	","11297	",11776,11297,243,Fulton St & Rockwell Pl,-73.9794,40.6882,327
"5471	","5279	",5471,5279,250,Lafayette St & Jersey St,-73.9957,40.7246,479
"4123	","3856	",4123,3856,257,Lispenard St & Broadway,-74.0025,40.7194,192
"3441	","3285	",3441,3285,264,Maiden Ln & Pearl St,-74.0073,40.7071,267
"1106	","1198	",1106,1198,271,Ashland Pl & Hanson Pl,-73.9781,40.6853,156
"13601	","13344	",13601,13344,278,Concord St & Bridge St,-73.9848,40.6977,-92
"9356	","9570	",9356,9570,285,Broadway & E 14 St,-73.9907,40.7345,257
"3762	","3752	",3762,3752,3002,South End Ave & Liberty St,-74.0158,40.7115,-214
"1973	","1825	",1973,1825,306,Cliff St & Fulton St,-74.0053,40.7082,10
"3462	","3460	",3462,3460,313,Washington Ave & Park Ave,-73.9675,40.6961,148
"11467	","11409	",11467,11409,320,Leonard St & Church St,-74.0055,40.7176,2
"7252	","7207	",7252,7207,327,Vesey Pl & River Terrace,-74.0166,40.7153,58
"2959	","2838	",2959,2838,334,W 20 St & 7 Ave,-73.9973,40.7424,45
"7828	","7166	",7828,7166,341,Stanton St & Mangin St,-73.9763,40.7178,121
"5042	","4987	",5042,4987,348,W Broadway & Spring St,-74.0015,40.7249,662
"3633	","4178	",3633,4178,355,Bayard St & Baxter St,-73.9997,40.716,55
"4437	","4415	",4437,4415,362,Broadway & W 37 St,-73.9875,40.7517,-545
"3217	","3250	",3217,3250,369,Washington Pl & 6 Ave,-74.0003,40.7322,22
"6020	","6145	",6020,6145,376,John St & William St,-74.0072,40.7086,-33
"1437	","1421	",1437,1421,383,Greenwich Ave & Charles St,-74.0003,40.7352,-125
"1276	","1325	",1276,1325,390,Duffield St & Willoughby St,-73.9843,40.6922,16
"7719	","7178	",7719,7178,397,Fulton St & Clermont Ave,-73.9692,40.6842,-49
"2961	","2996	",2961,2996,404,9 Ave & W 14 St,-74.0055,40.7406,541
"1001	","890	",1001,890,411,E 6 St & Avenue D,-73.9767,40.7223,-35
"8987	","9579	",8987,9579,418,Front St & Gold St,-73.9826,40.7022,111
"7277	","6938	",7277,6938,432,E 7 St & Avenue A,-73.9838,40.7262,-592
"10105	","10067	",10105,10067,439,E 4 St & 2 Ave,-73.9898,40.7263,339
"8427	","8030	",8427,8030,446,W 24 St & 7 Ave,-73.9953,40.7449,38
"1432	","1519	",1432,1519,453,W 22 St & 8 Ave,-73.9992,40.7448,397
"2312	","2051	",2312,2051,460,S 4 St & Wythe Ave,-73.9659,40.7129,-87
"8456	","8325	",8456,8325,467,Dean St & 4 Ave,-73.979,40.6831,261
"1263	","1311	",1263,1311,474,5 Ave & E 29 St,-73.9868,40.7452,131
"9047	","8787	",9047,8787,481,S 3 St & Bedford Ave,-73.9626,40.7126,-48
"6353	","5991	",6353,5991,488,W 39 St & 9 Ave,-73.9937,40.7565,260
"4177	","3922	",4177,3922,495,W 47 St & 10 Ave,-73.993,40.7627,362
"10187	","9502	",10187,9502,502,Henry St & Grand St,-73.9813,40.7142,255
"2488	","2703	",2488,2703,509,9 Ave & W 22 St,-74.002,40.7455,685
"10653	","10841	",10653,10841,516,E 47 St & 1 Ave,-73.9678,40.7521,-215
"6292	","6023	",6292,6023,523,W 38 St & 8 Ave,-73.9914,40.7547,-188
"12850	","12733	",12850,12733,530,11 Ave & W 59 St,-73.9905,40.7715,269
"3920	","3951	",3920,3951,537,Lexington Ave & E 24 St,-73.9841,40.7403,117
"8360	","9466	",8360,9466,146,Hudson St & Reade St,-74.0091,40.7163,-31
"4241	","4198	",4241,4198,153,E 40 St & 5 Ave,-73.9816,40.7521,-1106
"7318	","7584	",7318,7584,160,E 37 St & Lexington Ave,-73.9783,40.7482,43
"5847	","5868	",5847,5868,167,E 39 St & 3 Ave,-73.976,40.7489,-266
"5596	","5743	",5596,5743,174,E 25 St & 1 Ave,-73.9774,40.7382,-21
"3139	","2950	",3139,2950,195,Liberty St & Broadway,-74.0104,40.7091,-147
"2926	","2886	",2926,2886,2002,Wythe Ave & Metropolitan Ave,-73.9632,40.7169,189
"3119	","3130	",3119,3130,2009,Catherine St & Monroe St,-73.9968,40.7112,40
"670	","877	",670,877,2023,E 55 St & Lexington Ave,-73.9703,40.7597,-11
"6853	","6671	",6853,6671,216,Columbia Heights & Cranberry St,-73.9955,40.7004,-207
"8171	","8011	",8171,8011,223,W 13 St & 7 Ave,-73.9999,40.7378,182
"1166	","1363	",1166,1363,237,E 11 St & 2 Ave,-73.9867,40.7305,160
"7133	","7014	",7133,7014,244,Willoughby Ave & Hall St,-73.9654,40.692,-197
"1239	","1657	",1239,1657,251,Mott St & Prince St,-73.9948,40.7232,119
"5620	","5478	",5620,5478,258,DeKalb Ave & Vanderbilt Ave,-73.9689,40.6894,-418
"4476	","4356	",4476,4356,265,Stanton St & Chrystie St,-73.9915,40.7223,142
"18712	","18347	",18712,18347,279,Peck Slip & Front St,-74.0017,40.7079,120
"6027	","5882	",6027,5882,293,Lafayette St & E 8 St,-73.9908,40.7303,365
"7049	","6999	",7049,6999,300,Shevchenko Pl & E 7 St,-73.9902,40.7281,145
"2030	","2219	",2030,2219,307,Canal St & Rutgers St,-73.9899,40.7143,50
"1003	","1341	",1003,1341,314,Cadman Plaza West & Montague St,-73.9905,40.6938,-189
"4982	","4953	",4982,4953,321,Cadman Plaza E & Red Cross Pl,-73.9897,40.6999,-338
"7106	","6951	",7106,6951,328,Watts St & Greenwich St,-74.0097,40.7241,29
"2752	","2810	",2752,2810,335,Washington Pl & Broadway,-73.994,40.729,155
"2903	","3062	",2903,3062,342,Columbia St & Rivington St,-73.9802,40.7174,-58
"3276	","3971	",3276,3971,349,Rivington St & Ridge St,-73.9833,40.7185,-159
"5665	","6377	",5665,6377,356,Bialystoker Pl & Delancey St,-73.9826,40.7162,-695
"4288	","4291	",4288,4291,363,West Thames St,-74.0171,40.7083,-712
"497	","454	",497,454,377,6 Ave & Canal St,-74.0057,40.7224,-3
"2312	","2778	",2312,2778,384,Fulton St & Waverly Ave,-73.966,40.6832,43
"1783	","1568	",1783,1568,391,Clark St & Henry St,-73.9934,40.6976,-466
"7621	","7541	",7621,7541,398,Atlantic Ave & Furman St,-74,40.6917,215
"3991	","4111	",3991,4111,405,Washington St & Gansevoort St,-74.0081,40.7393,80
"860	","932	",860,932,412,Forsyth St & Canal St,-73.9942,40.7158,-120
"13171	","12638	",13171,12638,419,Carlton Ave & Park Ave,-73.9736,40.6958,-72
"7429	","7703	",7429,7703,426,West St & Chambers St,-74.0132,40.7175,533
"4882	","4695	",4882,4695,433,E 13 St & Avenue A,-73.9806,40.7296,-274
"5209	","6749	",5209,6749,440,E 45 St & 3 Ave,-73.9728,40.7526,187
"2866	","2746	",2866,2746,447,8 Ave & W 52 St,-73.9852,40.7637,-1540
"9147	","8913	",9147,8913,454,E 51 St & 1 Ave,-73.9659,40.7546,120
"5328	","6581	",5328,6581,461,E 20 St & 2 Ave,-73.9821,40.7359,234
"6024	","6044	",6024,6044,468,Broadway & W 55 St,-73.9819,40.7653,-1253
"8056	","7562	",8056,7562,475,E 16 St & Irving Pl,-73.9876,40.7352,-20
"7564	","7430	",7564,7430,482,W 15 St & 7 Ave,-73.9993,40.7394,494
"8617	","8452	",8617,8452,489,10 Ave & W 28 St,-74.0018,40.7507,134
"8105	","8178	",8105,8178,496,E 16 St & 5 Ave,-73.9924,40.7373,165
"7253	","6561	",7253,6561,503,E 20 St & Park Ave,-73.9875,40.7383,-73
